Date,Stock_Rolling_Vol_Pct,Bond_Rolling_Vol_Pct,Strategy_Rolling_Vol_Pct,Stock_Rolling_Return_Pct,Bond_Rolling_Return_Pct,Strategy_Rolling_Return_Pct,Stock_Sharpe_Unadj,Bond_Sharpe_Unadj,Strategy_Sharpe_Unadj,Stock_Sharpe_TreasuryAdj,Bond_Sharpe_TreasuryAdj,Strategy_Sharpe_TreasuryAdj
2014-08-22,10.384644686033987,5.159140800670928,9.38247126109332,22.42181398644416,6.998415559244031,13.988979445844961,2.000664087797162,1.337013836472579,1.4426756211105867,1.9975673299284677,1.3307804865045205,1.4392480880811576
2014-08-25,10.390970223755435,5.131354354355476,9.39006042106639,22.655543420378322,6.481530992292361,14.206608794512698,2.017880355766024,1.2495821480977714,1.461908756980609,2.0147881563202996,1.2433204576847594,1.458486952335524
2014-08-26,10.383291674914501,5.128559231083988,9.382781191279197,23.14318469933432,6.249035294341065,14.660659669220632,2.057541504505432,1.2076040937758161,1.5052818724918986,2.054442432224509,1.2013297055968835,1.5018523380331414
2014-08-27,10.237874178098066,5.105825679010556,9.226688027648693,25.18026095435335,5.9420780955515395,16.557415123184917,2.2456910344040635,1.1560763695709904,1.7070891605071197,2.24255104412623,1.149780262456119,1.7036050473249484
2014-08-28,10.236323084793169,5.08872120912467,9.223683535276166,24.668234557429635,6.516529948840222,16.080658861093,2.205938988253698,1.2660849208544158,1.663151277546028,2.202801623490069,1.259773889450737,1.6596694712554576
2014-08-29,10.237266260196517,5.088203800363527,9.224996908024066,24.774378655000785,6.420779421873757,16.17949138907402,2.214065846615184,1.2485292118060165,1.6721586586395223,2.2109295461585914,1.242219098432841,1.668678208383958
2014-09-02,10.224178968955773,5.126966249114866,9.21176109804084,25.29050799132426,5.940989226272886,16.66006796602373,2.25718034887246,1.1513202744515219,1.7192687206921364,2.2540400338463242,1.145057868715643,1.7157832695927864
2014-09-03,10.212898991204387,5.093898203623895,9.197259874609742,24.504113223156754,6.699222172370978,15.927842767376909,2.1978548033211194,1.2985008161333846,1.6533343818955,2.194709077103404,1.2921938616495559,1.6498412780196159
2014-09-04,10.188324522727516,5.095645677534389,9.166818039091355,23.26950628941833,6.673510606892807,14.778279794807169,2.105012684097563,1.2933421822359836,1.5497448684734707,2.10185742286563,1.287033496856496,1.54623799997801
2014-09-05,10.195320045652345,5.033375234345006,9.17618240095976,23.89307620186212,7.526737089652813,15.358896072397133,2.1531720492182123,1.4670362787684494,1.6032762186442826,2.1500170068546303,1.4606456034945656,1.5997707666764855
2014-09-08,10.200690968101982,5.001439739067351,9.180810743404967,23.366060659584022,6.763191695627402,14.868183168706107,2.1102658889037595,1.333561010475375,1.5560550651547547,2.107110562659258,1.3271255619639613,1.5525492192307628
2014-09-09,10.18659791284873,5.004954781038687,9.16000755607846,21.37079962595014,6.301898933385575,13.010362560222632,1.9528468809481923,1.2461217316169373,1.3812808286879799,1.949685241559984,1.239686838475621,1.377764854602158
2014-09-10,10.16889606384736,4.9887085805780575,9.139176931268468,20.935376039373033,6.5278727161566685,12.604932444098793,1.9207002377429847,1.2925943570927003,1.3448779957012598,1.9175330946243128,1.2861385081143717,1.3413540077715684
2014-09-11,10.166224876293349,4.967650706355817,9.135517785066611,20.673094655447443,5.8588011447306965,12.360717901708252,1.8998056086009163,1.1710023481954308,1.3216030211538177,1.8966395849967401,1.1645231269646537,1.3180797936060238
2014-09-12,10.18325745720917,4.983820126816045,9.153369572045998,20.25132222599315,5.447796089339629,11.967998604172303,1.8623893367095634,1.0892916568262514,1.280934509991812,1.8592286086165188,1.082833456669604,1.277418153783274
2014-09-15,10.183371240124606,4.985308972467448,9.1526374232933,19.924332637324895,5.504967514123016,11.663533180176277,1.8356107920775528,1.09985605882473,1.251265890335281,1.8324500993005983,1.093399787387701,1.2477492528421588
2014-09-16,10.191638226007232,4.981548336445007,9.162273814432783,20.09065518673765,5.241713451261787,11.818398861781642,1.8478124533484506,1.050487211074438,1.2651786156015583,1.8446496520151345,1.0440165066281786,1.2616604794245851
2014-09-17,10.186303270465894,4.985750796650527,9.155492734720776,19.76935091342853,4.7657473816526075,11.519227129118349,1.822406715269839,0.9587094712117068,1.236772796203383,1.8192391409156867,0.9522378535318137,1.2332485868639138
2014-09-18,10.133488464805938,4.833406504555565,9.09454469941258,18.966878275241548,3.4120641557144227,10.772031559297378,1.7649928912471067,0.7182843946426373,1.1705052118631973,1.761806849798037,0.7116046928128588,1.1669552030018822
2014-09-19,10.132155981422065,4.833721586566448,9.093271448033688,19.046316706044664,4.165378267327369,10.845997998456824,1.771804463554699,0.8684201209845678,1.1780002522525128,1.7686172198090446,0.8617392126609422,1.1744488735252494
2014-09-22,10.131386012018453,4.8370423146701915,9.092442511527063,19.05728762162786,4.2846613406505085,10.856213199736686,1.7728416104312763,0.891521605525527,1.1791132631440004,1.769654907818614,0.8848469245585089,1.1755624335145076
2014-09-23,10.141853207767747,4.827625915725811,9.103480218514477,18.821933930363045,4.115261774389767,10.63707147815538,1.7515918631140057,0.8594860069803681,1.15604847478959,1.7484076668806297,0.852796662912007,1.1525010786280705
2014-09-24,10.164145582947338,4.823994650874545,9.131539654474281,20.03966096289229,3.445702911264892,11.77091729502122,1.8483583809540947,0.7263349884891549,1.2644812350005852,1.8451842917509456,0.7196471898722512,1.260948215819284
2014-09-25,10.294823826493431,4.83992943334354,9.27277883406496,18.492227932822235,3.661973337378144,10.330076760849426,1.700080523922875,0.7672587702580255,1.1066484529113232,1.6969505799084519,0.7606011892624667,1.1031735267007572
2014-09-26,10.315842134690351,4.839772268810951,9.297365287009843,18.970361092206247,3.6654144862642735,10.775274467880735,1.7358891831408891,0.767968104062422,1.14729660646654,1.7327648469692178,0.761308667020236,1.1438300159080625
2014-09-29,10.30741633042279,4.847804137245305,9.288717524028298,19.24040382888279,3.8535259806023348,11.026715734418048,1.759236080063601,0.8041786283758839,1.1726974729080537,1.7561091899012684,0.7975302247254472,1.1692276549660945
2014-09-30,10.295104186861572,4.846491026946465,9.275835940297972,19.542193524014962,3.590618543190782,11.30771711999814,1.7857873417908414,0.7520752981473265,1.2014597581622912,1.7826536285063181,0.7454185428626181,1.1979816991535328
2014-10-01,10.364177860443945,4.910401484061034,9.281907905661766,17.076317968993315,4.6940185269834345,11.389407456517286,1.5733322939111005,0.9587218746521625,1.208641315284203,1.5702194657456319,0.9521517591818414,1.2051655315246768
2014-10-02,10.36259924377873,4.918258977553174,9.286590724688375,17.220795645014885,4.2087357997690145,11.201651711259064,1.5854652860566159,0.8627870397463828,1.189904558612441,1.582351983689424,0.8562274208033461,1.1864305275377056
2014-10-03,10.371141155341698,4.916978513879573,9.300747578077349,19.594696051972548,4.035678392057163,13.453655246972907,1.777688814086881,0.8291909185581522,1.4038954153417873,1.7745819021536142,0.8226376618932784,1.400430938755725
2014-10-06,10.351999489209865,4.910496045197356,9.296630975300566,18.583937588097022,4.492666333657258,13.626890348750287,1.6987390376687495,0.9194935339312901,1.4208964856073523,1.6956294474662852,0.9129380910816725,1.417433889719327
2014-10-07,10.434917093698205,4.9427472923253895,9.387610383108342,17.77026340532222,5.011916672371641,12.847229384320835,1.6200455427320168,1.0141189876681653,1.3346576014183293,1.6169637041443936,1.0076127415956748,1.331231944744734
2014-10-08,10.49676555719171,4.953475984135696,9.391981000754566,21.23713736565993,5.4345817793309825,13.301431038658617,1.887690327287954,1.093137244221736,1.37687041340419,1.8846417691566528,1.0866771341708905,1.373463251487107
2014-10-09,10.704003972991107,4.953256488945985,9.61484762196035,18.789798254531686,5.44042935512119,11.210986663267185,1.6625558717541147,1.094303405042736,1.1534010152509349,1.6595781994790633,1.0878686452168425,1.1500860364685757
2014-10-10,10.54332173290771,4.961183359854243,9.617507524312197,14.867569528796555,6.082153105388266,11.887830753042872,1.3676623318013525,1.2149642662251923,1.2162267653644445,1.3646524523932735,1.2085677828310442,1.2129271446574774
2014-10-13,10.665587110090426,4.9846259714873415,9.613700729235893,12.314056617588886,6.478431092567782,11.808542201340732,1.1423194114234219,1.2843031713099777,1.2092934427398605,1.1393656154516838,1.2779829441911896,1.2060164561631717
2014-10-14,10.65911558985275,4.974438339114917,9.606958938995577,12.008674021813825,7.048151716130868,11.543952178884354,1.1173929909008615,1.3941345218608594,1.185401944572261,1.1144571328060624,1.3878436305773547,1.1821445505325254
2014-10-15,10.65934965100865,5.003435439130864,9.588473940884331,12.005121574942246,7.632114842321913,13.01162649221208,1.1170731183426716,1.4951045481878311,1.3238962928973903,1.1141678516073836,1.4889151500557636,1.320666555386311
2014-10-16,10.577646684743954,4.991605351055716,9.583944205643947,10.42728437517848,6.8225752630320935,12.161625684372979,0.9907067278984871,1.347238541100485,1.2456634636026451,0.9878060316862634,1.3410917130732674,1.242462011359777
2014-10-17,10.625514880947758,4.9717233060196016,9.568429067050756,11.031228549383698,5.907412061907102,11.073723305959016,1.0380682158136232,1.1793263285705617,1.1456196923828064,1.0351861892761893,1.1731668916960856,1.1424192698634774
2014-10-20,10.648795853608743,4.973106920351199,9.548392891373533,11.379378403303564,6.0468432130742045,10.492704564409516,1.0654410408800112,1.2054739481672319,1.0928743477720082,1.0625671784256638,1.1993202146807345,1.0896692875136118
2014-10-21,10.816497192013584,4.981116086618275,9.553563488700375,13.485876879782065,5.82983060988258,10.135878256366503,1.223861423122541,1.1624809616921272,1.058462726638328,1.221034685754372,1.1563426994485495,1.055262308611952
2014-10-22,10.830182753810645,4.935519556510225,9.567470035371093,12.110882517999432,5.070206920597076,8.801472462481597,1.109840461193096,1.0267793009321031,0.9296054445069619,1.1070238911566777,1.0205988030363788,0.9264171441390964
2014-10-23,10.873840820423945,4.952201961068433,9.565227408596591,13.923380486745373,4.4511557333067,8.850820786220947,1.2533778595817306,0.9041393131988829,0.9345433505854756,1.2505780720064021,0.8979916551137599,0.93136052563792
2014-10-24,10.892739561339457,4.947660859799219,9.587533774398498,14.405541129834653,4.7535262604840645,9.311512713785097,1.2901841240177212,0.9633595153350222,0.9766565842730348,1.2873983015983699,0.9572262659191829,0.9734915119205216
