Scaling,Scaling_Label,Lookback_Days,Lookback_Label,Percentile_Cutoff,Percentile_Label,Annual_Return_Pct,Annual_Volatility_Pct,Sharpe_Ratio,Max_Drawdown_Pct
power,Power,252,1yr,0.6,60%,29.535929603987544,12.919247373577262,1.7650300108666945,-22.720475755470893
power,Power,252,1yr,0.65,65%,28.758014292531907,13.136118325534765,1.6921498886738713,-24.16471112222107
power,Power,252,1yr,0.7,70%,28.040303212185602,13.379377981983664,1.6219855850649567,-25.437420907278728
power,Power,252,1yr,0.75,75%,27.152841554391614,13.62714798159759,1.5438730261796032,-26.505858247598997
power,Power,252,1yr,0.8,80%,26.450269670825932,13.913482469354141,1.4750779119911024,-27.04362042724997
power,Power,252,1yr,0.85,85%,25.779938336436725,14.305440398554067,1.401350606199804,-27.126977618013846
power,Power,252,1yr,0.9,90%,23.968407078654998,14.839909017000776,1.2582828401922583,-27.131664601650797
power,Power,252,1yr,0.95,95%,20.994493543513705,15.563593784433463,1.0507467605511533,-27.131664601650797
power,Power,315,15mo,0.6,60%,30.18903331703442,12.717784679782774,1.8305438176020696,-19.382066261055293
power,Power,315,15mo,0.65,65%,29.717892509537226,12.977361797835405,1.768516094629144,-20.945210923736948
power,Power,315,15mo,0.7,70%,28.74822576540086,13.244412715860138,1.6788015839975319,-23.58740111582351
power,Power,315,15mo,0.75,75%,27.737965709009615,13.52614403312464,1.588335679036527,-24.950581056044367
power,Power,315,15mo,0.8,80%,26.127533918447178,13.824020656139318,1.4652118074719562,-26.48341163117215
power,Power,315,15mo,0.85,85%,24.630717425343352,14.167909276298344,1.3487206073361255,-27.094161670805754
power,Power,315,15mo,0.9,90%,23.40464335142658,14.672436716755936,1.239880421502167,-27.131664601650847
power,Power,315,15mo,0.95,95%,20.6746000410035,15.559081867349848,1.033988406668035,-27.131664601650797
power,Power,378,18mo,0.6,60%,29.983393213541,12.742833888474156,1.814769154028542,-18.769380171674165
power,Power,378,18mo,0.65,65%,29.15149683592102,12.960537239431465,1.7368536357051854,-19.277374235532562
power,Power,378,18mo,0.7,70%,27.866046945875333,13.247846321556054,1.6264434046477432,-20.660170393141215
power,Power,378,18mo,0.75,75%,26.810204910141433,13.567389896194538,1.5301407832728389,-23.648244475641818
power,Power,378,18mo,0.8,80%,25.54235421769542,13.871796225919978,1.427087674844342,-25.382677186789078
power,Power,378,18mo,0.85,85%,24.4686849886117,14.168597269599475,1.3394690734973644,-26.725593650315233
power,Power,378,18mo,0.9,90%,23.101233459694413,14.654238685562765,1.2244264297420049,-27.1267565023206
power,Power,378,18mo,0.95,95%,20.3258668597716,15.520407713113782,1.0175042978356246,-27.131664601650847
