,MAE,RMSE,Median AE,Max Error,Std Error
SAMoVAR,1.3089668339147877,2.140151368942869,0.7538013458251971,21.78373622894287,1.6934139906613086
AR3,1.0903261570192093,1.8284089943024735,0.672882080078125,21.252174377441406,1.4679466595453279
Naive,1.0451514917776126,1.7882328595301293,0.6000003814697266,20.010000228881836,1.4512134966211836
