Win_Rate,Profit_Factor,VaR_95,Coefficient_of_Variation,Downside_Deviation,Calmar_Ratio,Sortino_Ratio
0.5767091333213709,1.5023813766896155,-0.010308932904049165,0.46752644013164285,0.06902730404326832,2.171791640310181,3.144713147802413
