Date,rolling_sharpe_1yr,rolling_sharpe_2yr,rolling_sharpe_3yr,rolling_vol_1yr,rolling_vol_2yr,rolling_vol_3yr,rolling_maxdd_1yr,rolling_maxdd_2yr,rolling_maxdd_3yr
2004-10-27,0.714097583753983,NaN,NaN,0.10409403752782696,NaN,NaN,NaN,NaN,NaN
2004-10-28,0.6220523930034136,NaN,NaN,0.1033672456259009,NaN,NaN,NaN,NaN,NaN
2004-10-29,0.6154226754252619,NaN,NaN,0.10336731210079002,NaN,NaN,NaN,NaN,NaN
2004-11-01,0.6202327659151189,NaN,NaN,0.1033746071208644,NaN,NaN,NaN,NaN,NaN
2004-11-02,0.631078995839583,NaN,NaN,0.10336961015259456,NaN,NaN,NaN,NaN,NaN
2004-11-03,0.6845260617242748,NaN,NaN,0.1038376846130734,NaN,NaN,NaN,NaN,NaN
2004-11-04,0.8169526296656591,NaN,NaN,0.10452086629235788,NaN,NaN,NaN,NaN,NaN
2004-11-05,0.8619410461247844,NaN,NaN,0.10462772961329289,NaN,NaN,NaN,NaN,NaN
2004-11-08,0.8055412920143379,NaN,NaN,0.10456916247862323,NaN,NaN,NaN,NaN,NaN
2004-11-09,0.8571895108730461,NaN,NaN,0.10432497547691243,NaN,NaN,NaN,NaN,NaN
2004-11-10,0.8996632615070875,NaN,NaN,0.10423558673849123,NaN,NaN,NaN,NaN,NaN
2004-11-11,0.9664949866511401,NaN,NaN,0.10443482749893701,NaN,NaN,NaN,NaN,NaN
2004-11-12,0.9396504124031425,NaN,NaN,0.1041848775704342,NaN,NaN,NaN,NaN,NaN
2004-11-15,0.9528079827932221,NaN,NaN,0.10419910890722303,NaN,NaN,NaN,NaN,NaN
2004-11-16,0.9601174153715695,NaN,NaN,0.10414696970667663,NaN,NaN,NaN,NaN,NaN
2004-11-17,1.0602936974797426,NaN,NaN,0.10415639128019388,NaN,NaN,NaN,NaN,NaN
2004-11-18,1.1673195429996812,NaN,NaN,0.1036849993387533,NaN,NaN,NaN,NaN,NaN
2004-11-19,0.9898583519488062,NaN,NaN,0.10408290145030473,NaN,NaN,NaN,NaN,NaN
2004-11-22,1.1107456348263671,NaN,NaN,0.10381367179102634,NaN,NaN,NaN,NaN,NaN
2004-11-23,1.0875820497960245,NaN,NaN,0.10376717171171855,NaN,NaN,NaN,NaN,NaN
2004-11-24,1.0014317685925824,NaN,NaN,0.10316704331654267,NaN,NaN,NaN,NaN,NaN
2004-11-26,0.9565312516203454,NaN,NaN,0.10313073098267031,NaN,NaN,NaN,NaN,NaN
2004-11-29,0.8800776058420025,NaN,NaN,0.10322969321866365,NaN,NaN,NaN,NaN,NaN
2004-11-30,0.8835830562016349,NaN,NaN,0.1032291943241054,NaN,NaN,NaN,NaN,NaN
2004-12-01,0.8921065917586091,NaN,NaN,0.1033175533017201,NaN,NaN,NaN,NaN,NaN
2004-12-02,0.9185907961968752,NaN,NaN,0.10328400813494226,NaN,NaN,NaN,NaN,NaN
2004-12-03,0.9362388000009568,NaN,NaN,0.1032612858759886,NaN,NaN,NaN,NaN,NaN
2004-12-06,0.8967678804528794,NaN,NaN,0.10320655114247348,NaN,NaN,NaN,NaN,NaN
2004-12-07,0.864864517545883,NaN,NaN,0.1034346363142658,NaN,NaN,NaN,NaN,NaN
2004-12-08,0.8650458679879601,NaN,NaN,0.1034356743573112,NaN,NaN,NaN,NaN,NaN
2004-12-09,0.9701546736595086,NaN,NaN,0.10315339538157559,NaN,NaN,NaN,NaN,NaN
2004-12-10,0.9792969140663478,NaN,NaN,0.10315357238622457,NaN,NaN,NaN,NaN,NaN
2004-12-13,0.9549225958847445,NaN,NaN,0.10291503583698144,NaN,NaN,NaN,NaN,NaN
2004-12-14,0.9697880311613681,NaN,NaN,0.10294590921508091,NaN,NaN,NaN,NaN,NaN
2004-12-15,1.0256187837327009,NaN,NaN,0.10281407800147434,NaN,NaN,NaN,NaN,NaN
2004-12-16,0.9601838506996516,NaN,NaN,0.10269763159233676,NaN,NaN,NaN,NaN,NaN
2004-12-17,0.8673907653606956,NaN,NaN,0.10289041441798258,NaN,NaN,NaN,NaN,NaN
2004-12-20,0.7707842864046067,NaN,NaN,0.10238568357119864,NaN,NaN,NaN,NaN,NaN
2004-12-21,0.8648777582865599,NaN,NaN,0.10256227402681216,NaN,NaN,NaN,NaN,NaN
2004-12-22,0.826110720859934,NaN,NaN,0.10241387414054721,NaN,NaN,NaN,NaN,NaN
2004-12-23,0.8311755885717124,NaN,NaN,0.10241306280912485,NaN,NaN,NaN,NaN,NaN
2004-12-27,0.8135250054372191,NaN,NaN,0.10244505486394948,NaN,NaN,NaN,NaN,NaN
2004-12-28,0.8530647904183564,NaN,NaN,0.1025459049549602,NaN,NaN,NaN,NaN,NaN
2004-12-29,0.7541719378363576,NaN,NaN,0.10191534598748071,NaN,NaN,NaN,NaN,NaN
2004-12-30,0.7388238066170095,NaN,NaN,0.1019328803554077,NaN,NaN,NaN,NaN,NaN
2004-12-31,0.7106081676289698,NaN,NaN,0.10195857731323565,NaN,NaN,NaN,NaN,NaN
2005-01-03,0.6787596813847713,NaN,NaN,0.1020541710758118,NaN,NaN,NaN,NaN,NaN
2005-01-04,0.46434731074299773,NaN,NaN,0.10232665026771075,NaN,NaN,NaN,NaN,NaN
2005-01-05,0.38807946221859735,NaN,NaN,0.10253243379390059,NaN,NaN,NaN,NaN,NaN
2005-01-06,0.40229878949734393,NaN,NaN,0.10258622180103488,NaN,NaN,NaN,NaN,NaN
2005-01-07,0.3530223818465151,NaN,NaN,0.10254460457338362,NaN,NaN,NaN,NaN,NaN
2005-01-10,0.4664026523929251,NaN,NaN,0.10234912997867683,NaN,NaN,NaN,NaN,NaN
2005-01-11,0.33898285584747295,NaN,NaN,0.10235100833943493,NaN,NaN,NaN,NaN,NaN
2005-01-12,0.4189679136669403,NaN,NaN,0.10225373498304988,NaN,NaN,NaN,NaN,NaN
2005-01-13,0.2726239374568025,NaN,NaN,0.10224092632211906,NaN,NaN,NaN,NaN,NaN
